"RegionName","State","Metro","CountyName","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09"
"Cle Elum","WA","Ellensburg","Kittitas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,2.3809,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4602,,,,,,,,,,,,,,,,,,16.6667,,14.1025,20.1961,,,16.6667,23.2026,,,,,27.2727,,,,,,,,,,8.3333,,,,,,5.8824,4.9797,2.4041,4.8188,8.4722,8.2639,,,27.7778,20.4877,18.3748,,,5.2632,10.5706
"Jacksonville","OR","Medford","Jackson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lakeland South","WA","Seattle","King",,,3.096,,,3.8462,,,,,,,,,,,,,,2.7778,,,,,,,,,,,,,,,,,,,8.6957,3.5806,,,,,,,4.5454,,,4.2735,,9.1667,5.8333,,,3.8462,6.0257,3.4872,,,6.25,,,3.268,,,4.9019,6.4881,7.0834,9.6548,5.375,,,8.3333,7.6331,3.75,,2.9412,,,7.3529,4.375,,,,,,6.6667,6.4216,5.5685,,,,3.268,,,,,,,,,,6.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0909,21.8428,,,,,,,,,,,14.2857,,,,,,,,,,,,,,,,,,,,,,,,,23.0769,,,,,,,,,,,,,,
"Terrace Heights","WA","Yakima","Yakima",,,,,,,3.125,,,,,,,,,,,5.5556,,,,,,,,,8.3333,,7.4176,,,,5.3476,,,,,,6.6667,,,,,,,,,,,,8.3333,,,6.6667,,,,,,,,,,,,,,3.3333,,,,,,,,,,,2.5,,,,,,,,,3.125,,,2.9412,4.0228,5.6743,9.6818,5.6667,5.125,,,,,,,,2.7778,,5.3788,,4.697,,,,,,,,,,,6.4102,,,,,,9.0909,,10.606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3846,6.3348,
"Covedale","OH","Cincinnati","Hamilton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1111,8.4967,,,,,,,,,,,,,,3.5715,,,,,,,,,,3.4602,5,2.9412,,2.5,,3.5278,,,,,13.986,7.4866,,2.9412,,,,,,,9.0909,,9.0909,,,,,3.3333,5.2745,3.0588,,,,,8.3333,11.8347,12.5,10.0893,4.375,,2.9412,,,,3.8462,7.2378,,,,,5.5556,,,,27.2727,,,,,,,,,16.8067,,,,,,,,,5.1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5249,,,,,9.0909,7.6649,3.697,,,8.3333,
"Allendale","NJ","New York","Bergen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Forest Hills","PA","Pittsburgh","Allegheny",,,,,,5,,,,,3.5715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.993,,,,4.9019,,,,,,,8.3333,,,,,,4.9019,,,4.1666,,,,,,,,,,5.2632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0909,,,,,,,,,,,,,15.3846,,,6.6667,,,,,,,,7.6923,,6.9034,6.6667,3.3333,,4.8077,,7.8525,,,,,16.6667,6.8628,,5.9172,
"Town of Topsfield","MA","Boston","Essex",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3333,,,,,,,,,,,,,5.8824,,,,,,,,,,,,9.0909,,,,,,,,,,,,7.1429,,,,,,,5.3476,,,8.3333,,,4.8077,6.25,
"Saint John","MO","St. Louis","Saint Louis",,,,,,,,,,,,,,4.0486,,,,,2.6316,4.2231,5.0877,5.188,2.6316,3.2895,6.2954,3.9318,9.0559,8.5096,11.638,11.493,6.0317,11.1905,17.5362,20.4658,19.0844,15.8431,,,11.1111,7.6712,18.2147,13.2575,,4.3478,,3.43,5.0695,3.0208,3.5691,12.5564,20.7895,22.6786,13.75,10.2274,9.4342,5.0789,3.8809,5,9.5694,13.2575,18.0554,13.141,10.5476,4.5,8.6428,13.3333,17.9762,12.2778,14.5599,11.0124,8.2396,10.7856,11.267,7.9816,10.1646,5.6522,11.5179,16.5625,12.4441,6.9255,8.4978,5,,4.1666,8.1798,,,10.2302,8.7186,16.9508,9.5395,7.4537,11.6835,12.4747,7.7898,4.7676,18.6571,12.3188,10,6.2778,4.873,11.8333,15.1209,14.3846,9.0077,13.0738,15.3114,13.939,20.543,18.4849,14.0584,17.3102,20.8464,14.4322,19.4097,21.7708,23.4829,24.7436,19.0449,26.7961,25.6393,,23.1163,30.697,34.7794,34.1071,37.3958,,27.9304,24.5098,,,,45.4545,,36.1305,,37.2781,39.3665,,38.8165,,34.5167,38.2353,,,35.2941,37.4087,,,44.2513,,52.8846,61.3122,,27.8106,,,,,,33.3333,,28.6713,28.0366,32.2727,48.8312,51.2567,,55.3941,41.9385,,45.5621,45.7983,34.0384,35.934,,29.1209,28.6765,,52.0833,43.6274,,35.6643,40.1833,38.3117,36.7857,37.3016,
"Heber","CA","El Centro","Imperial",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.3333,33.3333,,,,81.8182,,,,81.8182,,,36.3636,,64.3357,,,,,54.5455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Town of Little Falls","NY","Utica","Herkimer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.993,,,,,,,,,,,,,7.6923,,,,,,,,,,,,,,,6.6667,,,,,,8.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Elverta","CA","Sacramento","Sacramento",,,,,,,,7.1429,,,,,,,,,,,,,,,,,,,,,,,16.6667,10.323,17.0588,,,11.7647,,,,,,,,,,,9.0909,,,,,,,,,,,,7.6923,,,,,12.5,5.1471,6.0416,,,,7.6923,,,,14.7059,,,,,,,5.1282,,,,,,,,,,,2.7778,,,,,,,7.6923,,,,,,,,,,,,,,,,,,,,,,,,,84.6154,,,,,71.4286,,,,,,,,,,,,,,,,,,,53.8462,,,,,,,,,,,,,,,,,42.8571,60.4278,,46.369,,,,,46.1538,,,45.4545,,38.4615,,,,,,,,,,16.6667,
"Olivette","MO","St. Louis","Saint Louis",,,,,,,,,,,,6.4102,,,,,,,,2.0833,,,,4.5249,,,,3.6765,,,2.7778,,,,4.5249,,,,,,2.5,,,1.7242,,7.1839,,,,3.8462,4.8662,2.6756,3.9855,,,,,3.3333,6.1795,6.6335,3.2127,,6.25,4.375,,,,,1.9231,4.9176,3.0769,5.8333,3.3333,,2.9412,,,,,,2.7778,,,,,4.1666,,,,,,3.125,6.7329,4.1193,5.9091,5.8134,3.2058,,,,6.1919,5.957,3.1699,3.623,,,,,,4.2017,,,3.0303,2.1212,,,6.25,,,4.2017,,,9.0909,3.7433,7.246,4.1176,4.1457,,,5.3476,,,,,,,18.1818,7.4866,9.3939,4.6667,6.1666,11.25,,,,,8.3333,,12.1795,9.6919,7.1316,6.7597,8.0272,,17.4825,,,,,15.3846,9.4308,9.7054,4.6784,4.7917,8.4375,5.3125,10.2083,10,,7.0513,,7.4556,10.5204,,8.0128,10.5882,5.6667,,,6.6667,12.0331,17.2406,,4.9451,,3.5715,,5.0714,
"Summit","WI","Milwaukee","Waukesha",,,,,,,,,,,,,,,,,,,,,,,8.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0909,,,,
"Everman","TX","Dallas-Fort Worth","Tarrant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4102,,,,,,,,,,,,,,,,,,,,8.3333,,8.9161,,,,,14.2857,11.2299,,16.0839,12.3886,,,18.1818,,,,18.1818,,,,,,17.6471,,,,27.2727,,13.2867,,,,,33.3333,18.6274,,,,18.1818,,,,,,,27.2727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kimberly","WI","Appleton","Outagamie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7059,8.75,,,,,,,,,,,,,,,7.6923,,5.4381,,,,,,,,7.1429,,,,,15.3846,,,,,,,16.6667,6.8628,5.2778,5.2778,7.3333
"Roeland Park","KS","Kansas City","Johnson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"West Glens Falls","NY","Glens Falls","Warren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Garden Home-Whitford","OR","Portland","Washington",,,,,,3.8462,,,,,,,,,,,,,,,,,,,,,,,,,,4.1666,,,,,,,3.5715,6.6667,3.9881,,,,,,,,,,,,,,,,,4.8077,,,,,,,7.6923,5.3846,,,,6.9204,,,3.6765,,,,,,,,3.8462,,,,,,,,,3.3445,,3.1522,4.0228,,,,,,,,,,,,,4.5454,,10.4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3333,,,,,,,,,,,,,7.1429,,,7.6923,,,,,,,,,13.3333,16.1854,18.3636,,,,,,,,,,,,,
"Parkville","PA","York","York",,,,,,,,,,,,,,,,8.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9412,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,18.1818,,,,,,9.0909,,,,,27.2727,,,,,,,23.0769,,,,,,,,14.2857,,,,,,,,,,,,,,25,14.4958,,,,,,,16.6667,16.6667,,10.2564
"Town of Homer","NY","Cortland","Cortland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9216,,,,,,,,,,,,,,,,1.2019,,,,,,,,,,,,,,4.5249,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0909,,,,,,,,,,,,,,,,,,,,6.6667,,,,,,,,,,,,,,,,,,,,,,,8.3333,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pendleton","NY","Buffalo","Niagara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3546,,0.5693,,0.4456,,,,,,,,,9.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6923,,,,,,,,,,8.4034,5,,,,,,,,9.0909,,,,,,,,,,,,,,,,,,,,,8.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terrebonne","OR",,"Jefferson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Saint George","SC","Charleston","Dorchester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Linwood","NJ","Atlantic City","Atlantic",,,,,6.4102,,,,,3.9216,,,,,,,4.1666,,,,,,,,4.5454,,,,,,,,,,,,,,,,,,2.7778,,,,,,4.8077,,,2.9412,,,,,,,,,,,,9.0909,,,,,3.096,,,,,,,4.7619,3.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1429,,,,,,,,,,,,,,,9.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Coweta","OK","Tulsa","Wagoner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5575,,,,,3.5715,,,8.4034,,8.1044,,4.0625,4.6875,2.6875,,
"Oakville","CT","Torrington","Litchfield",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0769,19.3062,18.3858,,11.1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3333,,
"Berkley","MA","Providence","Bristol",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4102,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.125,,,4.8077,,,5.1282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1429,,14.4689,,,,14.2857,,,,,,,,,,,,,,,,,7.6923,,,,,,,,,,25,,5.7692,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0909,,,,13.3333,,,,,,,,13.986,
"Manteo","NC","Kill Devil Hills","Dare",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8039,,,,,,,,,,,
"Margate City","NJ","Atlantic City","Atlantic",,,,,,,2.1739,3.7945,2.2431,,,,1.5625,,,,,,,,1.7242,,,,,,,,,,1.9231,,,,,,,,1.282,,,,,,,1.2195,,,,,,,,,,,,,1.1111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2727,,,,,,,,3.096,3.3573,,,5.3476,3.1818,3.5771,5.1624,3.1818,,,,2.7778,3.2265,1.7308,,,1.8519,,,,,,3.8462,3.9118,2.0075,,,,,,,,2.3809,,,,1.2195,,2.3659,,,,,,,,,,1.9231,,2.1898,,
"Lagrange","OH","Cleveland","Lorain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6316,,,,,,,,,,,,5.9172,,,6.4102,,,,,5.1151,3.0435,4.6377,,,8.0972,12.1775,6.2456,9.1428,,,,,,17.7515,14.8498,15.4669,,,,9.0909,,,7.1429,,,,,,13.3333,,,,,,,,,,,,,,16.6667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3846,,,,,,,28.5714,,20.5794,,,45.4545,
"Folsom","PA","Philadelphia","Delaware",,,,,7.6923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3809,,7.8571,5,,,,,4.1666,,,,3.268,,,3.3333,,11.1539,,7.6923,,,7.6923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Souderton","PA","Philadelphia","Montgomery",,,,,,,,,,,,,,,27.2727,,,9.0909,,,,3.5715,,,,,,,,,,,,,,,,,,,,7.6923,8.0694,,,3.6765,,,,,,,,,,5.3476,,,4.1666,,,,,,,,5.3476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3333,,,,,,,,,,,,,,,,,,,,,,,8.3333,,,,,,,,,,,,,,,,,,,,,,,,,,
"Williams Township","PA","Allentown","Northampton",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0909,,,,,,,,,
"Hazel Dell South","WA","Portland","Clark",,,,,,,3.4602,,,,,,,,,,,,8.3333,,,,,,,,,,,9.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6666,4.6667,,,,9.0909,,3.7446,,,3.8462,,6.0487,,,,,,,,,3.8462,,,2.9412,,,,,6.4102,,6.7308,,,,,,8.0972,4.3344,,,,,,2.9412,,,,,,,,4.1666,,5.7954,,,,,,,,,,,,,,,,9.0909,,,,,,,,,,,,,9.8039,,,8.3333,,,,,,,,,,,,,,,,,,,,41.6667,,,,,,,,,,,,,,20,,,,,,,11.8343,9.6028,12.5855,,
"Edinboro","PA","Erie","Erie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hartsville","SC","Florence","Darlington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9412,,,,,7.1429,5,,,7.6923,,5.6993,,8.5081,,,,,,,4,,,,,,,,,,,,,,,,,9.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.75,11.6422,5.1458,,,,
"West Milton","OH","Dayton","Miami",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,5.1041,,7.4176,,,,,9.0909,,,,,,4.5454,,,,,,,,18.1818,,,7.6923,,12.0315,,,,,,,,,,4.5454,,,,,,,,,,,20.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0909,,,,,,,,,,,18.1818,,,,,,,,,,18.1818,,,,,,,,25,,,16.6667,,
"Northbridge","MA","Worcester","Worcester",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6667,,,,,,,,,,,,,,,,,,9.0909,,11.3636,,11.0256,,,,,,,,,,,7.326,
"Roxborough Park","CO","Denver","Douglas",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.087,,,,,,,,,,,,,,,,,,,,,,1.0416,,,,,,0.9804,,,1.4706,,,,,,,,,,,,,3.8462,3.6923,3.8538,3.1285,1.6,2.9286,4.5278,5.3972,4.2877,4.1773,6.8216,7.8613,6.978,6.2789,7.8065,8.117,4.1209,2.1955,4.5753,3.0048,2.5052,4.2793,4.0545,4.6989,14.4081,14.454,7.2414,2.9406,3.75,2.3611,2.8333,6.4,7.4333,,9.2308,7.479,8.0455,16.1079,14.1598,11.0759,16.4615,16.0218,12.7576,16.4986,21.8318,18.6588,10.3986,10.5577,14.4486,21.9557,26.7759,24.2993,30.125,24.4583,17.7083,14.0179,,26.3736,,20.9091,21.0613,33.5314,28.4615,27.4675,25.7708,13.4162,11.8078,5.5263,8.2508,7.451,6.8758,,8.2751,18.4492,21.2247,17.5278,22.2392,18.9123,21.0893,21.9172,22.3626,,25.4579,,12.5641,30.8824,44.5064,37.3846,21.417,22.4021,25.9845,23.5358,32.8756,36.5498,33.0303,21.6666,25.4242,20.5632,15.5419,13.7613,16.0274,18.9025,20.8575,17.0097,16.7471,16.572,23.9452,25.0339,16.4221,13.5294,12.5714,10.375,7.4412,3.1838,2.8824,
"Carthage","TN","Nashville","Smith",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9216,,,,,3.9216,,,,,14.2857,9.3426,7.1429,2.9412,3.8236,7.9412,,,,,13.3333,8.2913,,,,,,,,,6.25,7.9211,,13.0869,5.8823,,,20,,4.6154,7.3529,4.375,,,,,,23.0769,,,,,,,,,,,,,,,11.8343,,,,30.7692,,,,8.3333,8.3333,,,,,,,,,,,,,,,,,,,,,,,,25,,,18.1818,,,,,,,27.2727,17.7659,,,,,16.6667
"Marlborough","CT","Hartford","Hartford",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1666,,,,,,,,,,,,,,,,,3.8462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0909,,,,,,,,,,,,,,,,,,,,,,,,25,10.2941,,,,,,,,,,9.0909,,,,,,,,,,,,,9.0909,
"Town of Fort Edward","NY","Glens Falls","Washington",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Portage Lakes","OH","Akron","Summit",,,,4.9019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7619,,,5.8823,4.1176,,2.2727,5.4371,,,,,8.3333,,4.5833,,,6.993,,,,,,,,,18.1818,7.4866,,4.2735,,3.9583,6.3541,,,,,8.3333,,,16.0428,12.6704,,,4.5249,8.2479,,,7.6923,,,,,4.5454,3.1818,,,27.4725,,,9.0909,,,21.4286,12.5,12.9018,8.5685,8.4621,10.1461,10.2841,,19.8494,19.3062,,10.8392,,,3.3445,,,,,,,,,18.1818,14.8396,16.1932,14.121,,,,25,,,,,,31.25,,21.1975,12.3886,,7.8402,8.0694,,,,6.6667,8.0927,8.028,,,,,,9.0909,,,,26.6667,,,,,,13.3333,,,,,7.6923,,,,,21.978,30.147,,16.8269,,,,,,,,13.3333,13.3333,
"Oakmont","PA","Pittsburgh","Allegheny",,,,8.3333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.25,,,,,,,,,,,,,,,,,,,,,,,3.4602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8343,,,,,,,,,,,,,,,,,,,,7.6923,7.089,,,,,,,,,,,,9.0909,8.6453,4.2803,5.4166,,,,,,,,,,,,,,,6.4102,,,,,,,7.6923,,
"Clay Township","PA","Lancaster","Lancaster",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
